,population,income,house_value,rent,tract,unemployment,poverty
51,2616,37500,396500,-666666666,08123002203,0.01,0.02
52,2064,47852,384800,1479,08123002204,0.02,0.05
53,5316,27473,220000,872,08123001700,0.07,0.11
54,3099,12114,121700,866,08123000800,0.02,0.4
55,2792,34554,213800,1651,08123001202,0.0,0.05
56,3207,24932,185900,1396,08123001404,0.08,0.15
57,7731,36441,237800,1277,08123001902,0.04,0.11
58,4513,36593,248000,954,08123001600,0.04,0.07
59,2419,4297,-666666666,-666666666,08123000300,0.2,0.0
60,3302,26875,232300,983,08123000401,0.09,0.19
61,7339,32513,289300,962,08123001500,0.03,0.07
62,5554,32288,266400,940,08123002300,0.03,0.09
63,6654,24949,183100,1160,08031000903,0.02,0.25
64,2652,31362,399500,933,08031001101,0.02,0.24
65,5428,29533,243600,1198,08031001301,0.04,0.21
66,4076,25738,223600,1183,08031001302,0.05,0.2
67,4945,28621,234700,968,08031001402,0.02,0.16
68,4253,44100,424900,1556,08031001702,0.07,0.19
69,3457,26094,281000,1126,08031001800,0.06,0.28
70,6613,44672,399100,1256,08031002100,0.01,0.09
71,5129,32132,220100,1044,08031002703,0.06,0.15
72,2733,54425,453100,1232,08031002801,0.01,0.06
73,3518,41556,384100,1151,08031002601,0.08,0.2
74,3468,27095,257800,1299,08001009752,0.05,0.11
75,2996,24619,42400,1290,08001015000,0.09,0.19
76,5484,59261,452400,1621,08001060000,0.02,0.02
77,5799,35107,419000,938,08067970703,0.03,0.11
78,3887,37323,486300,955,08067970704,0.05,0.07
79,2999,16958,438800,1252,08069000201,0.05,0.38
80,1929,27049,301100,1156,08069000401,0.03,0.16
81,2482,26338,440700,1145,08069000402,0.03,0.19
82,2253,38049,384800,1229,08069000202,0.06,0.15
83,6364,14119,293900,992,08069000503,0.08,0.43
84,3132,17655,305700,1418,08069000504,0.07,0.41
85,3018,23536,135400,955,08041005202,0.05,0.3
86,4817,22825,197000,829,08041005502,0.09,0.16
87,5159,31752,206300,1346,08041005601,0.06,0.09
88,6061,26632,150500,985,08041002800,0.11,0.16
89,4319,25013,212200,933,08041003000,0.02,0.16
90,5757,36998,408200,1215,08041003705,0.06,0.12
91,3916,47853,349000,886,08041003707,0.05,0.09
92,3134,33421,-666666666,1713,08041004008,0.28,0.09
93,1849,23994,131600,926,08041004009,0.07,0.24
94,1827,24920,122000,653,08073961800,0.04,0.13
95,1144,30880,170800,792,08075965900,0.06,0.1
96,1359,25197,172400,808,08081000600,0.07,0.17
97,3534,22433,193500,783,08085966503,0.07,0.25
98,4755,27223,160900,835,08085966601,0.05,0.14
99,4567,31429,336600,1180,08085966602,0.07,0.08
100,1631,20128,95600,672,08089968000,0.12,0.21
101,2576,17705,72600,689,08089968100,0.14,0.32
102,2802,20925,95200,638,08089968200,0.07,0.09
103,3797,20417,119400,580,08089968300,0.05,0.23
104,1091,21250,78900,658,08089968400,0.09,0.22
105,1676,26014,130900,663,08089968500,0.03,0.16
106,4752,16807,80200,701,08089968600,0.1,0.34
107,2644,37028,266100,1802,08005084000,0.06,0.05
108,4555,34541,245800,1338,08005084100,0.06,0.11
109,3785,39728,228100,1576,08005084200,0.04,0.04
110,3523,34479,271200,1652,08005084300,0.04,0.06
111,2808,42760,248200,1793,08005084400,0.03,0.07
112,3004,32375,264000,1372,08005084500,0.01,0.04
113,5421,35536,244000,1282,08005084600,0.06,0.04
114,4276,39731,259800,1663,08005084700,0.04,0.05
115,3419,49056,288100,2074,08005084800,0.05,0.03
116,3333,59855,478200,2283,08005084900,0.03,0.02
117,2036,52599,664200,1563,08005085000,0.05,0.06
118,6880,51841,480000,2339,08005085100,0.05,0.02
119,2980,51573,484100,2310,08005085200,0.02,0.02
120,2704,53796,528800,1592,08005085300,0.05,0.02
121,4586,49256,351700,1709,08005085400,0.03,0.02
122,5594,46943,375200,1801,08005085500,0.05,0.02
123,4517,24660,235900,674,08105977000,0.07,0.15
124,2200,38324,567600,1418,08113968103,0.01,0.04
125,4275,32612,528800,1466,08117000401,0.02,0.14
126,5845,35511,611500,1454,08117000402,0.07,0.1
127,1965,29735,140400,661,08121924100,0.03,0.1
128,5282,43390,363500,1306,08031012010,0.01,0.04
129,6626,25349,211400,1110,08031003500,0.07,0.2
130,4589,51473,440400,1116,08031000302,0.04,0.05
131,6312,35924,459700,1178,08031003004,0.08,0.1
132,1754,41212,429800,941,08031003101,0.01,0.12
133,3388,57388,644000,1700,08031003300,0.02,0.05
134,5452,48871,459300,2090,08031004103,0.01,0.03
135,4923,38465,381800,987,08031004301,0.04,0.15
136,8199,31423,290000,1114,08031005002,0.07,0.2
137,1435,36227,359300,1420,08031005300,0.07,0.06
138,6045,30266,412500,1039,08031006901,0.06,0.14
139,4249,40000,439200,1250,08005087200,0.01,0.23
140,8277,30489,345600,1190,08005087300,0.04,0.11
141,1665,24835,69300,475,08009964600,0.01,0.1
142,1898,21907,86000,475,08009964700,0.03,0.26
143,5809,19102,80600,644,08011966700,0.07,0.16
144,4104,19341,949100,1476,08013012204,0.1,0.41
145,4644,39085,372200,1601,08013013212,0.04,0.06
146,2945,32870,255600,1494,08005086900,0.06,0.15
147,2695,31200,168100,1184,08005087100,0.09,0.18
148,3871,48472,786500,1465,08013012103,0.04,0.08
149,5493,13423,416100,1256,08013012607,0.06,0.51
150,2538,31667,498700,1867,08013012608,0.03,0.13
151,9475,37227,458900,1321,08013013213,0.08,0.09
152,3832,29262,1076300,1761,08013012201,0.06,0.3
153,7102,45605,601400,1586,08013013003,0.06,0.04
154,3381,49923,705600,2132,08013012509,0.06,0.06
155,5707,45091,503600,1608,08013013006,0.04,0.05
156,5149,37256,372400,1242,08013013302,0.05,0.06
157,2621,33733,520700,1459,08013012501,0.06,0.11
158,6343,11765,594800,1372,08013012511,0.05,0.11
159,12279,58555,469800,2450,08013012800,0.03,0.04
160,2650,31304,368300,1158,08013012905,0.08,0.15
161,6551,20918,542700,1367,08013012202,0.03,0.43
162,6912,4314,-666666666,1200,08013012300,0.11,0.06
163,6169,5906,993500,1278,08013012401,0.07,0.55
164,7442,35651,237100,1542,08013012203,0.03,0.15
165,1841,27397,115900,713,08033000100,0.01,0.14
166,544,30833,286700,975,08111972600,0.03,0.05
167,1296,25553,195400,675,08057955600,0.02,0.16
168,7989,37830,314400,1323,08069001806,0.04,0.05
169,4735,30999,272000,1238,08069001902,0.03,0.06
170,3832,27539,380200,1216,08069000902,0.07,0.14
171,5268,33624,259100,1108,08069001003,0.06,0.07
172,5041,35032,278700,1446,08069001109,0.07,0.09
173,2422,18508,294700,1290,08069001111,0.04,0.38
174,3967,30823,241300,995,08069001804,0.05,0.11
175,3264,40426,389400,1099,08069002300,0.05,0.09
176,2990,18594,469000,1282,08069000700,0.06,0.29
177,5790,21043,334000,1246,08069000901,0.09,0.21
178,4874,31442,299300,1207,08069001106,0.09,0.14
179,4882,29605,307500,1017,08069001112,0.05,0.11
180,2283,62740,529000,1500,08069001114,0.05,0.01
181,3381,36162,280900,1406,08101002808,0.1,0.14
182,2010,21568,109500,599,08101000500,0.08,0.19
183,3521,25409,164300,733,08101002802,0.13,0.14
184,5419,22306,122800,862,08101002801,0.05,0.22
185,7809,44574,309500,1787,08001060100,0.04,0.07
186,4204,38750,403900,1378,08001060200,0.05,0.05
187,2342,51710,418300,1856,08001061200,0.02,0.02
188,0,-666666666,-666666666,-666666666,08001988700,,
189,6476,21875,174500,703,08003960200,0.1,0.18
190,1807,26250,121300,725,08003960000,0.07,0.13
191,2493,25292,177600,838,08003960100,0.03,0.11
192,5668,14392,111200,621,08003960300,0.12,0.34
193,2273,32081,205500,1149,08005004951,0.03,0.11
194,2897,31420,-666666666,1293,08005004952,0.05,0.14
195,3213,30550,425000,833,08015000300,0.06,0.09
196,4188,31841,363100,735,08015000200,0.01,0.07
197,2864,25671,278200,748,08015000100,0.03,0.14
198,5924,44881,337400,1109,08047013800,0.02,0.04
199,3662,35885,402000,1137,08045951600,0.06,0.13
200,6698,34395,187700,806,08045952100,0.05,0.06
201,4874,35083,512100,1203,08051963800,0.01,0.07
202,1851,37664,388000,1049,08059009807,0.07,0.08
203,5809,38239,347500,1480,08059012041,0.04,0.01
204,3530,48379,402200,1716,08059012037,0.07,0.03
205,3746,52733,547700,1711,08059009842,0.01,0.1
206,3660,34220,305700,1162,08059010603,0.04,0.08
207,5388,33155,254200,1049,08059010403,0.03,0.18
208,3882,36894,327000,1277,08059011710,0.03,0.06
209,4887,50069,440400,1580,08059011720,0.03,0.06
210,4391,36845,214700,1555,08059011729,0.03,0.08
211,4419,45655,295100,1503,08059011731,0.01,0.04
212,3494,47589,346500,1571,08059012023,0.04,0.05
213,3745,37158,296300,1566,08059012038,0.04,0.0
214,3831,43893,362900,1359,08059012042,0.09,0.03
215,4463,28279,220800,1012,08101002804,0.07,0.11
216,3264,17528,65400,714,08101000800,0.08,0.32
217,4035,29478,121800,916,08101000904,0.01,0.12
218,5227,16924,91100,881,08101001000,0.16,0.41
219,2192,25886,104300,881,08101001800,0.13,0.14
220,1954,11046,-666666666,-666666666,08101000300,,0.01
221,2777,25606,104000,849,08101000400,0.06,0.22
222,597,4460,-666666666,461,08101000903,0.18,0.29
223,1340,11976,72600,660,08101002100,0.12,0.38
224,1168,21167,106100,989,08101003001,0.27,0.21
225,1719,20739,91500,741,08101002400,0.1,0.23
226,5378,23845,128000,789,08101002700,0.07,0.15
227,3390,56875,414700,1783,08005085600,0.01,0.01
228,4468,35500,204300,1411,08005085700,0.06,0.04
229,1759,45625,326300,1754,08005085800,0.01,0.03
230,6467,36926,242200,1366,08031012014,0.04,0.09
231,3414,52421,462500,1548,08031002901,0.05,0.06
232,5658,54681,501700,1333,08031003001,0.02,0.08
233,3321,18750,498900,1364,08031003003,0.07,0.14
234,3163,46908,474000,1112,08031003703,0.04,0.11
235,4370,34090,267700,1264,08031004403,0.08,0.12
236,3658,25360,355200,1009,08031005104,0.04,0.26
237,3617,50034,402300,1691,08031005200,0.04,0.09
238,3955,50407,265700,1548,08031006812,0.01,0.08
239,7141,23341,241000,1068,08031008306,0.1,0.21
240,2540,32902,307700,1369,08031011903,0.04,0.07
241,5900,45245,472500,1069,08031000301,0.03,0.07
242,4560,25728,208300,1130,08031001000,0.02,0.17
243,3269,36565,251400,1502,08031001403,0.04,0.16
244,4550,23160,211600,995,08031001500,0.04,0.29
245,6523,62257,615300,1783,08031001701,0.02,0.14
246,4150,63680,628200,1552,08031002902,0.03,0.06
247,4810,26006,279000,1076,08031004101,0.07,0.22
248,5537,27123,193400,1274,08031004601,0.03,0.1
249,5572,36068,278100,1184,08031006810,0.03,0.02
250,6404,39811,406600,1146,08031006811,0.05,0.1
251,2158,63892,579000,1826,08031000501,0.03,0.03
252,4407,53298,559700,1739,08031001102,0.06,0.07
253,11461,49865,420700,1735,08031001600,0.03,0.14
254,5705,42169,456100,1025,08031002300,0.02,0.12
255,2954,76691,1044100,1744,08031003203,0.01,0.02
256,4582,23750,436900,799,08031000701,0.08,0.19
257,3480,30258,476900,913,08031003102,0.05,0.22
258,4624,31179,314800,1018,08031003602,0.04,0.22
259,3538,52585,551100,1570,08031006701,0.03,0.1
260,3508,39836,419700,1060,08031000401,0.03,0.13
261,4217,34570,403400,1093,08031002403,0.08,0.27
262,6707,34256,279800,1207,08031011902,0.02,0.1
263,5568,24229,416300,1002,08031000702,0.06,0.39
264,6271,43236,289700,1190,08031002702,0.05,0.12
265,4250,69000,761200,1786,08031003901,0.02,0.03
266,5114,42098,464600,1000,08019014700,0.02,0.03
267,1667,30637,252500,713,08019014800,0.02,0.12
268,2598,33599,254500,911,08019014900,0.01,0.07
269,3527,24185,230000,815,08029964600,0.07,0.13
270,3815,26250,266600,912,08029964700,0.04,0.17
271,5683,25228,220700,871,08029964900,0.09,0.21
272,4000,24491,206700,927,08029964800,0.07,0.12
273,4707,26145,230200,932,08029965000,0.04,0.12
274,4222,20461,166600,665,08029965100,0.12,0.2
275,4392,19380,195300,848,08029965200,0.16,0.21
276,3581,20966,115000,823,08043978200,0.07,0.23
277,5548,25924,157400,729,08043978500,0.05,0.14
278,5451,27111,162500,869,08043978300,0.04,0.11
279,3559,24267,126000,768,08043978600,0.1,0.31
280,6277,24517,191800,931,08085966400,0.09,0.18
281,2237,26645,175400,683,08085966100,0.02,0.11
282,6190,22720,155300,813,08085966300,0.09,0.26
283,2874,29389,263600,855,08087000200,0.08,0.12
284,1586,31214,200900,1023,08087000800,0.03,0.07
285,3962,27500,178200,749,08087000400,0.02,0.08
286,2025,21885,118100,753,08087000300,0.03,0.11
287,2468,28599,153000,868,08087000500,0.1,0.09
288,2730,31875,288800,691,08087000100,0.02,0.12
289,5928,23896,155600,735,08087000700,0.07,0.13
290,6684,29155,172200,789,08087000600,0.01,0.07
291,3161,28860,272700,1175,08093000300,0.06,0.16
292,1488,53804,312400,-666666666,08093000400,0.04,0.08
293,3918,47439,257300,1481,08031007013,0.01,0.06
294,4742,27171,207100,1437,08031008305,0.07,0.23
295,4261,45151,395900,1073,08031002802,0.06,0.11
296,4740,50310,341100,1451,08031004104,0.02,0.07
297,2967,49013,435800,1746,08031006804,0.02,0.04
298,3044,33938,158900,736,08095967600,0.0,0.05
299,1274,23966,153300,607,08095967700,0.05,0.1
300,4645,45650,784100,1401,08097000401,0.05,0.08
301,3111,41314,365000,1543,08097000402,0.05,0.07
302,2595,42905,432900,1490,08097000500,0.08,0.1
303,2210,24917,110300,656,08099000700,0.08,0.2
304,2820,38724,237400,1606,08101002911,0.05,0.05
305,1691,25550,166300,915,08101002912,0.13,0.2
306,3199,32135,230500,1460,08101002913,0.04,0.05
307,3469,29000,148300,939,08101002914,0.05,0.12
308,2550,34531,204700,940,08101002915,0.05,0.09
309,3148,22365,92500,904,08101002916,0.07,0.13
310,3189,31210,221300,1121,08101002917,0.08,0.07
311,7491,37596,196400,1514,08101002918,0.03,0.05
312,3385,31455,210000,714,08101003105,0.03,0.05
313,1252,27700,194800,950,08101003106,0.05,0.05
314,1774,14095,155400,419,08101003500,0.23,0.36
315,4432,35578,262000,869,08123001800,0.03,0.08
316,3735,17054,95600,435,08021974800,0.13,0.27
317,4721,47945,370300,1215,08031002803,0.04,0.08
318,2131,31167,342300,1378,08031005502,0.04,0.11
319,5162,34035,239800,1437,08031007088,0.01,0.11
320,5080,28095,158000,997,08031007089,0.01,0.1
321,2040,38618,436800,1081,08031012001,0.01,0.07
322,4277,27148,257800,1085,08013013505,0.03,0.16
323,4454,39856,373900,1657,08013013506,0.04,0.07
324,3350,33082,283100,1616,08013013507,0.05,0.04
325,7184,39297,374500,1668,08013013508,0.09,0.05
326,6054,52282,438400,1776,08013060600,0.02,0.06
327,3067,55208,581600,1529,08013060700,0.07,0.05
328,8233,30884,239600,1331,08013060800,0.03,0.15
329,4614,40100,367600,1246,08013060900,0.05,0.08
330,3281,67083,617800,2313,08013061300,0.03,0.01
331,4017,41452,527200,2033,08013061400,0.03,0.04
332,3756,32220,298600,1089,08014030000,0.08,0.1
333,2346,35830,327800,911,08014030100,0.07,0.05
334,1967,41158,274100,1641,08014030200,0.08,0.06
335,3727,32637,345100,1145,08014030300,0.04,0.06
336,3841,53284,413800,1802,08014030400,0.01,0.0
337,5860,66551,504600,1737,08014030500,0.04,0.01
338,6232,31962,264200,1591,08014030600,0.01,0.02
339,2951,43500,344100,1717,08014030700,0.03,0.05
340,5782,41250,339500,1945,08014030800,0.03,0.11
341,5809,53596,423600,1463,08014030900,0.03,0.01
342,5903,54019,418800,1820,08014031000,0.03,0.02
343,5496,40903,537700,1687,08014031100,0.04,0.11
344,4434,45267,321000,1612,08014031200,0.05,0.08
345,2791,80114,639500,1570,08014031300,0.04,0.01
346,5225,54655,568700,3216,08014031400,0.03,0.06
347,0,-666666666,-666666666,-666666666,08014980100,,
348,0,-666666666,-666666666,-666666666,08014980200,,
349,0,-666666666,-666666666,-666666666,08014980300,,
350,2039,30640,104000,579,08017960600,0.08,0.11
351,5630,14826,71700,815,08025969600,0.16,0.22
352,4640,25128,262200,644,08027970100,0.07,0.15
353,4733,25827,335900,902,08015000401,0.03,0.09
354,4166,21400,209100,644,08015000402,0.0,0.1
355,4407,22370,138700,584,08021974900,0.1,0.18
356,5678,44561,323000,1150,08031003201,0.04,0.11
357,6989,64473,811500,1541,08031003800,0.05,0.06
358,3453,49597,633800,2190,08031004002,0.0,0.03
359,1967,40948,431400,1606,08031004004,0.01,0.08
360,4809,55607,629900,1219,08031004201,0.02,0.05
361,4722,54564,550500,1095,08031004202,0.05,0.05
362,5308,53506,649800,1696,08031004306,0.05,0.06
363,6217,25883,267900,937,08031004404,0.07,0.28
364,8902,48527,555600,1446,08031004405,0.06,0.08
365,7242,27119,224200,947,08031004602,0.04,0.18
366,3471,33374,297100,1543,08031004801,0.05,0.05
367,4492,24946,315900,918,08031007037,0.04,0.27
368,8463,27229,223800,1349,08031008312,0.03,0.18
369,4532,33344,410200,1267,08013013207,0.04,0.1
370,5497,49468,381000,1375,08013012904,0.04,0.05
371,3225,33520,517000,1601,08013012508,0.04,0.14
372,2425,58654,641200,2173,08013012903,0.03,0.04
373,5471,52978,600200,1069,08013013205,0.05,0.1
374,3419,24456,149000,416,08071000100,0.14,0.23
375,1989,21651,122200,733,08071000200,0.08,0.17
376,2304,21016,144200,699,08071000400,0.03,0.23
377,2118,24085,207600,848,08071000300,0.07,0.11
378,1831,20442,117200,745,08071000500,0.06,0.13
379,2155,35078,584500,1475,08107000100,0.0,0.14
380,3985,38676,494800,1300,08107000400,0.03,0.12
381,2118,32246,367400,1193,08107000800,0.03,0.14
382,5076,35644,522400,1354,08107000700,0.05,0.13
383,2031,31121,216300,960,08107000200,0.03,0.11
384,2210,37243,222400,1007,08107000300,0.03,0.1
385,4255,33438,752400,1492,08107000500,0.02,0.06
386,3044,38100,632800,973,08107000600,0.04,0.07
387,4340,30183,579700,1478,08117000300,0.04,0.07
388,7561,35154,525300,1377,08117000200,0.03,0.12
389,8408,36834,578000,1310,08117000100,0.02,0.08
390,3356,55792,354300,1922,08035014204,0.03,0.02
391,5661,49619,638000,1077,08035014403,0.04,0.04
392,2607,58527,556500,1458,08035014404,0.04,0.02
393,7715,53804,390500,2115,08035014405,0.03,0.02
394,12637,52997,427900,1820,08035014406,0.03,0.01
395,5442,42903,432900,1357,08035014505,0.03,0.05
396,4500,33250,177500,1272,08101002806,0.07,0.09
397,3030,19812,87100,845,08101002901,0.17,0.31
398,4414,39928,240300,1635,08101002906,0.07,0.04
399,3057,35867,245200,748,08101003004,0.05,0.12
400,1814,25264,138200,777,08101003103,0.13,0.2
401,1896,16523,96300,637,08101000600,0.15,0.28
402,5684,25621,172100,1036,08001007900,0.06,0.18
403,4710,35575,334000,1084,08001008401,0.04,0.1
404,8378,46042,321800,1692,08001008524,0.05,0.05
405,2664,25024,185500,1253,08001008901,0.08,0.2
406,6645,29204,217700,1255,08001009603,0.04,0.17
407,4766,32171,212500,1431,08001009101,0.02,0.16
408,2834,25781,-666666666,1105,08001009320,0.06,0.15
409,3247,28385,251200,957,08001009501,0.01,0.17
410,7235,37793,321100,1429,08001008529,0.03,0.08
411,4244,30279,226600,1400,08001009202,0.08,0.11
412,4606,25471,230600,1291,08001009308,0.04,0.1
413,3989,30121,216900,1033,08001009309,0.04,0.08
414,4642,27585,111900,1412,08001009322,0.06,0.18
415,5200,41243,441100,1361,08001009325,0.06,0.08
416,2316,31497,224500,1147,08041004702,0.04,0.07
417,5293,24389,123800,1018,08041006200,0.09,0.32
418,3515,26989,216500,959,08041001400,0.04,0.14
419,2021,32207,225700,823,08041001700,0.07,0.12
420,4380,18434,148500,740,08041001900,0.02,0.28
421,7008,22657,182600,772,08041002000,0.07,0.25
422,2691,23370,176800,661,08041002200,0.07,0.15
423,6270,29454,324600,1013,08041000101,0.04,0.13
424,2061,28668,209700,1062,08041000400,0.11,0.09
425,2122,31100,231900,1081,08041000500,0.07,0.12
426,4677,27424,234600,1081,08041000202,0.07,0.11
427,2445,40370,549700,879,08041001000,0.05,0.07
428,4596,30024,328300,963,08031003601,0.03,0.23
429,3532,41583,454600,1033,08031003701,0.04,0.11
430,5250,40315,481500,1037,08031003702,0.03,0.12
431,5866,55241,433400,1646,08031004304,0.01,0.04
432,2655,31319,305600,1351,08031005001,0.02,0.07
433,4747,36441,315600,1031,08031005503,0.04,0.09
434,5148,31058,346800,1114,08031006814,0.02,0.12
435,5300,27110,-666666666,1176,08031007006,0.04,0.16
436,4469,23615,570400,1792,08013012507,0.07,0.26
437,3487,31457,245600,1200,08013013308,0.06,0.17
438,3481,26152,279200,1005,08013013401,0.09,0.21
439,8439,31527,299700,1388,08013013402,0.06,0.13
440,4775,52500,1051300,1641,08013012101,0.04,0.07
441,3609,56821,874300,1443,08013012710,0.03,0.05
442,1475,36118,828300,1750,08013013202,0.03,0.05
443,5184,27765,258600,1197,08013013210,0.05,0.12
444,3884,29403,278600,969,08013013307,0.11,0.11
445,4926,27572,272400,1163,08013013306,0.05,0.09
446,3522,42175,369300,1644,08013012907,0.03,0.1
447,1701,41750,557700,1719,08013013201,0.02,0.09
448,12959,74025,573300,2017,08031004106,0.04,0.03
449,11430,65940,509100,1640,08031004107,0.01,0.05
450,4395,20379,191200,1069,08031004504,0.05,0.26
451,5048,22820,188500,1085,08031004505,0.01,0.28
452,3847,18303,213300,868,08031004506,0.02,0.37
453,3937,35724,279200,1181,08093000200,0.03,0.02
454,2570,29076,245600,988,08093000500,0.1,0.07
455,6236,35191,302300,972,08093000100,0.05,0.01
456,3239,21709,171600,728,08109977600,0.11,0.19
457,3229,20966,85300,575,08109977700,0.03,0.16
458,5780,36306,304000,1551,08077001402,0.06,0.03
459,2030,22286,211500,622,08077000200,0.06,0.21
460,4828,34847,196700,1242,08077001102,0.05,0.1
461,2246,36361,414300,1402,08077001200,0.06,0.06
462,5586,26097,133700,860,08077001705,0.08,0.24
463,3087,28445,272500,956,08077001800,0.07,0.18
464,8901,26503,163100,1256,08077000800,0.05,0.18
465,6584,27758,277400,1107,08077001002,0.08,0.1
466,4179,40679,245800,1227,08059009834,0.07,0.04
467,5846,35686,285500,1456,08059010208,0.05,0.05
468,6601,31340,266700,1170,08059010209,0.03,0.1
469,2575,30046,211400,950,08059010406,0.02,0.11
470,5165,33664,360000,1010,08059010502,0.04,0.11
471,6056,25990,280600,1031,08059011550,0.07,0.16
472,3789,27378,308000,898,08059011601,0.04,0.15
473,5995,42124,418600,1476,08059011726,0.03,0.06
474,3537,41663,368300,1635,08059011727,0.03,0.05
475,2190,39527,303400,1827,08059012046,0.03,0.08
476,1949,51488,331800,2197,08059009829,0.02,0.05
477,2380,48902,397000,-666666666,08059009839,0.05,0.02
478,3133,51910,476800,1677,08059009847,0.04,0.07
479,4964,31134,289300,1283,08059010213,0.03,0.11
480,2333,37217,354900,1444,08059009841,0.03,0.04
481,6383,37320,390100,1573,08059009827,0.03,0.08
482,4498,63075,646900,2036,08059009837,0.03,0.0
483,3918,49518,517400,1837,08059009806,0.04,0.03
484,5365,51250,419900,1775,08059009815,0.04,0.04
485,4159,49361,433700,1778,08059009836,0.03,0.04
486,8388,51223,544100,1466,08059009843,0.03,0.05
487,4128,72782,686000,1695,08059009845,0.04,0.06
488,4656,61080,587800,2114,08059009846,0.03,0.03
489,2270,23858,122700,737,08101001500,0.04,0.3
490,3047,18995,82600,714,08101002000,0.13,0.36
491,4708,26696,175600,883,08101002807,0.07,0.13
492,2009,21206,86700,981,08101000200,0.06,0.3
493,5990,25629,139400,595,08101000902,0.09,0.23
494,1547,20990,96500,653,08101001900,0.1,0.28
495,2115,29760,176800,746,08101003104,0.05,0.09
496,2254,20259,63900,914,08101001100,0.17,0.35
497,7168,33028,172700,1138,08101002903,0.09,0.12
498,3427,24375,180100,832,08101003200,0.09,0.15
499,4513,22965,157900,719,08101001700,0.07,0.17
500,2227,18575,156100,695,08101000905,0.07,0.32
501,4424,33919,266100,1467,08059012047,0.04,0.05
502,3969,49915,421200,-666666666,08059012049,0.05,0.03
503,3998,47420,534900,1632,08059012050,0.02,0.09
504,5291,41936,335300,1739,08059012052,0.01,0.04
505,3900,50197,445900,1398,08059012054,0.03,0.02
506,5732,46237,360100,1672,08059012043,0.02,0.04
507,3935,51791,432700,1078,08059012058,0.02,0.02
508,2970,51797,462800,1238,08059010504,0.05,0.02
509,5607,18231,541000,1233,08059010000,0.04,0.12
510,3649,31006,377700,888,08059010211,0.08,0.09
511,4396,42799,353300,1428,08059011712,0.04,0.03
512,6400,64561,500300,2607,08059011724,0.04,0.02
513,3132,43750,436300,1838,08059012027,0.03,0.03
514,2627,42348,480200,1845,08059012032,0.04,0.05
515,2827,57287,444100,1347,08059012033,0.03,0.04
516,2727,32173,271700,1372,08059009832,0.04,0.02
517,5903,35740,289200,1334,08059009833,0.05,0.06
518,3820,40625,332600,2203,08059009840,0.04,0.03
519,2614,29250,257800,992,08059010902,0.05,0.07
520,5511,38998,362700,1170,08059010303,0.02,0.04
